UsuarioID,FechaOrden,Total,Estado
532,2024-07-23 09:10:27,215.46,Completado
763,2025-02-23 09:10:27,899.01,Enviado
520,2025-03-01 09:10:27,475.43,Pendiente
7,2024-11-18 09:10:27,654.0,Enviado
1000,2025-03-09 09:10:27,676.85,Cancelado
140,2025-03-28 09:10:27,482.44,Pendiente
863,2024-11-17 09:10:27,213.52,Enviado
4,2025-05-22 09:10:27,640.6,Pendiente
810,2025-05-20 09:10:27,759.34,Enviado
878,2024-10-08 09:10:27,852.45,Pendiente
334,2024-11-20 09:10:27,493.15,Completado
66,2024-08-13 09:10:27,625.35,Enviado
468,2025-06-23 09:10:27,406.73,Cancelado
137,2025-06-26 09:10:27,628.31,Completado
209,2025-04-28 09:10:27,362.86,Enviado
285,2025-01-30 09:10:27,842.74,Cancelado
720,2024-11-25 09:10:27,561.05,Enviado
70,2025-04-12 09:10:27,199.86,Cancelado
913,2024-07-19 09:10:27,527.12,Enviado
655,2025-01-04 09:10:27,221.32,Enviado
659,2025-01-07 09:10:27,414.87,Completado
579,2024-10-17 09:10:27,502.15,Completado
982,2024-11-30 09:10:27,83.33,Pendiente
507,2025-02-15 09:10:27,567.93,Completado
843,2024-11-25 09:10:27,809.44,Cancelado
926,2024-09-26 09:10:27,365.71,Pendiente
827,2024-12-30 09:10:27,656.22,Pendiente
14,2024-08-23 09:10:27,854.71,Completado
667,2024-08-28 09:10:27,208.14,Completado
257,2024-11-07 09:10:27,566.91,Completado
920,2025-02-07 09:10:27,976.63,Cancelado
671,2025-02-27 09:10:27,267.63,Pendiente
863,2024-08-25 09:10:27,299.93,Pendiente
818,2024-11-11 09:10:27,365.73,Cancelado
799,2025-04-03 09:10:27,556.48,Enviado
220,2025-06-10 09:10:27,540.06,Enviado
909,2024-12-29 09:10:27,877.89,Pendiente
760,2024-12-22 09:10:27,435.08,Cancelado
358,2024-06-30 09:10:27,384.71,Enviado
422,2024-12-16 09:10:27,634.79,Cancelado
535,2025-05-07 09:10:27,814.77,Cancelado
706,2024-10-25 09:10:27,102.63,Enviado
366,2024-10-24 09:10:27,954.02,Enviado
287,2025-06-23 09:10:27,369.76,Cancelado
622,2024-12-06 09:10:27,912.55,Cancelado
296,2024-08-22 09:10:27,410.28,Completado
802,2024-08-17 09:10:27,151.38,Completado
613,2025-04-07 09:10:27,236.83,Enviado
304,2024-09-02 09:10:27,756.87,Enviado
534,2024-09-16 09:10:27,284.31,Cancelado
586,2025-01-01 09:10:27,37.26,Pendiente
498,2024-11-21 09:10:27,66.1,Completado
803,2025-04-22 09:10:27,276.38,Completado
891,2024-09-15 09:10:27,465.6,Cancelado
85,2024-08-25 09:10:27,394.45,Cancelado
425,2024-08-28 09:10:27,382.79,Completado
171,2024-11-19 09:10:27,754.05,Completado
589,2024-10-05 09:10:27,188.42,Completado
411,2024-09-08 09:10:27,438.05,Pendiente
102,2024-07-07 09:10:27,362.52,Cancelado
424,2025-06-08 09:10:27,211.25,Completado
409,2025-01-18 09:10:27,780.88,Completado
944,2024-07-17 09:10:27,815.57,Cancelado
848,2024-08-21 09:10:27,389.84,Cancelado
998,2024-08-02 09:10:27,716.43,Completado
776,2024-10-23 09:10:27,845.04,Cancelado
527,2024-07-07 09:10:27,403.77,Enviado
66,2024-07-10 09:10:27,653.51,Cancelado
190,2024-09-07 09:10:27,56.27,Enviado
815,2024-07-13 09:10:27,674.78,Pendiente
952,2025-03-28 09:10:27,317.5,Enviado
486,2024-08-13 09:10:27,22.7,Cancelado
880,2025-06-27 09:10:27,353.66,Pendiente
753,2025-05-11 09:10:27,805.56,Cancelado
455,2025-04-09 09:10:27,20.11,Enviado
718,2024-07-21 09:10:27,301.91,Enviado
594,2024-06-30 09:10:27,455.95,Enviado
456,2024-10-26 09:10:27,594.86,Pendiente
665,2024-11-16 09:10:27,326.34,Enviado
10,2024-10-21 09:10:27,494.97,Completado
50,2025-01-28 09:10:27,479.88,Cancelado
648,2025-05-22 09:10:27,464.02,Cancelado
658,2024-12-28 09:10:27,642.86,Completado
620,2025-04-12 09:10:27,77.55,Cancelado
433,2024-11-09 09:10:27,798.34,Pendiente
358,2025-01-25 09:10:27,639.63,Pendiente
502,2025-02-22 09:10:27,396.21,Pendiente
334,2025-02-06 09:10:27,387.63,Completado
115,2025-01-25 09:10:27,687.07,Completado
627,2025-03-18 09:10:27,94.75,Cancelado
51,2025-06-15 09:10:27,24.39,Pendiente
929,2024-09-02 09:10:27,153.06,Completado
826,2025-02-14 09:10:27,241.22,Pendiente
225,2025-05-12 09:10:27,256.78,Pendiente
75,2024-12-19 09:10:27,265.88,Cancelado
906,2024-11-11 09:10:27,207.49,Enviado
603,2024-07-07 09:10:27,296.08,Cancelado
723,2025-01-04 09:10:27,915.48,Completado
632,2024-07-19 09:10:27,496.4,Cancelado
241,2024-07-04 09:10:27,709.0,Enviado
738,2024-11-09 09:10:27,345.27,Completado
516,2025-02-03 09:10:27,426.99,Cancelado
103,2025-01-02 09:10:27,229.07,Completado
382,2024-07-02 09:10:27,853.37,Pendiente
867,2025-06-01 09:10:27,881.04,Pendiente
371,2025-04-02 09:10:27,235.46,Enviado
824,2024-10-12 09:10:27,673.66,Completado
255,2025-01-17 09:10:27,181.18,Cancelado
537,2025-06-22 09:10:27,272.98,Cancelado
2,2024-08-18 09:10:27,405.9,Pendiente
934,2025-01-24 09:10:27,700.08,Cancelado
521,2025-06-29 09:10:27,456.71,Cancelado
432,2024-11-19 09:10:27,613.13,Enviado
296,2024-08-11 09:10:27,219.0,Pendiente
1000,2025-04-11 09:10:27,500.17,Completado
182,2024-12-11 09:10:27,478.25,Enviado
25,2024-09-09 09:10:27,441.9,Cancelado
73,2024-11-30 09:10:27,956.15,Enviado
40,2025-01-16 09:10:27,133.38,Completado
507,2025-01-14 09:10:27,422.89,Enviado
941,2024-08-14 09:10:27,860.74,Cancelado
552,2025-03-15 09:10:27,494.3,Enviado
968,2025-01-27 09:10:27,751.15,Pendiente
729,2025-04-13 09:10:27,967.01,Completado
489,2025-03-21 09:10:27,581.88,Cancelado
171,2024-11-30 09:10:27,148.85,Pendiente
542,2024-10-09 09:10:27,402.43,Enviado
45,2024-08-05 09:10:27,744.15,Completado
331,2024-08-24 09:10:27,659.53,Cancelado
617,2024-07-17 09:10:27,976.44,Enviado
726,2025-06-10 09:10:27,101.6,Pendiente
31,2025-01-18 09:10:27,936.13,Cancelado
550,2024-10-28 09:10:27,870.07,Enviado
892,2024-07-28 09:10:27,65.71,Enviado
31,2025-04-12 09:10:27,534.62,Pendiente
228,2025-06-05 09:10:27,145.19,Cancelado
593,2025-05-31 09:10:27,368.93,Pendiente
615,2024-10-08 09:10:27,192.84,Completado
856,2024-10-02 09:10:27,272.55,Cancelado
884,2025-01-06 09:10:27,887.42,Cancelado
115,2025-03-13 09:10:27,413.34,Completado
169,2025-05-28 09:10:27,959.53,Enviado
981,2024-10-01 09:10:27,295.56,Cancelado
642,2025-03-12 09:10:27,253.16,Completado
343,2024-09-08 09:10:27,688.24,Pendiente
145,2025-03-07 09:10:27,37.16,Completado
348,2025-05-16 09:10:27,855.37,Cancelado
979,2025-01-08 09:10:27,559.84,Pendiente
455,2025-03-29 09:10:27,842.89,Enviado
913,2025-02-03 09:10:27,987.65,Enviado
254,2025-06-20 09:10:27,614.26,Completado
264,2025-03-17 09:10:27,57.41,Completado
365,2024-10-08 09:10:27,651.84,Enviado
173,2024-11-11 09:10:27,637.32,Enviado
793,2024-07-20 09:10:27,579.69,Cancelado
560,2024-11-19 09:10:27,884.38,Completado
291,2025-02-09 09:10:27,904.2,Pendiente
9,2025-01-31 09:10:27,279.58,Pendiente
99,2025-01-29 09:10:27,843.05,Pendiente
101,2025-03-03 09:10:27,85.0,Cancelado
34,2025-01-22 09:10:27,825.21,Completado
575,2024-09-15 09:10:27,961.72,Pendiente
940,2025-05-25 09:10:27,591.05,Completado
639,2024-07-17 09:10:27,931.64,Pendiente
838,2025-04-20 09:10:27,452.05,Cancelado
334,2025-03-23 09:10:27,651.24,Enviado
685,2024-11-29 09:10:27,83.98,Completado
815,2024-09-07 09:10:27,614.99,Completado
49,2025-03-04 09:10:27,601.8,Pendiente
707,2025-06-06 09:10:27,767.7,Pendiente
597,2024-09-15 09:10:27,343.46,Pendiente
310,2025-04-26 09:10:27,790.03,Completado
768,2024-07-02 09:10:27,947.31,Completado
965,2024-07-31 09:10:27,345.25,Enviado
767,2024-10-04 09:10:27,799.78,Completado
387,2025-02-27 09:10:27,500.81,Enviado
475,2025-02-15 09:10:27,994.19,Enviado
722,2024-11-26 09:10:27,169.74,Enviado
484,2024-08-25 09:10:27,244.39,Completado
820,2024-10-16 09:10:27,954.88,Pendiente
56,2024-07-18 09:10:27,77.09,Cancelado
784,2024-11-09 09:10:27,968.56,Completado
799,2025-01-02 09:10:27,86.69,Pendiente
395,2025-04-01 09:10:27,532.46,Pendiente
101,2025-03-09 09:10:27,751.68,Completado
935,2025-02-26 09:10:27,300.03,Completado
597,2025-05-14 09:10:27,837.63,Enviado
921,2024-11-26 09:10:27,734.71,Enviado
760,2024-08-09 09:10:27,371.11,Completado
499,2024-12-09 09:10:27,533.18,Enviado
924,2025-05-27 09:10:27,564.83,Completado
481,2024-07-29 09:10:27,79.47,Enviado
817,2025-04-07 09:10:27,223.27,Pendiente
299,2025-05-13 09:10:27,658.75,Completado
419,2025-01-16 09:10:27,683.34,Enviado
60,2024-08-31 09:10:27,221.21,Enviado
9,2025-01-21 09:10:27,933.66,Pendiente
386,2025-06-14 09:10:27,80.79,Pendiente
601,2025-04-15 09:10:27,799.22,Completado
278,2025-05-24 09:10:27,787.99,Pendiente
73,2025-03-01 09:10:27,619.3,Cancelado
853,2025-04-09 09:10:27,920.18,Pendiente
181,2025-01-30 09:10:27,477.52,Cancelado
887,2025-01-28 09:10:27,182.71,Completado
734,2024-11-28 09:10:27,690.35,Enviado
311,2025-02-23 09:10:27,79.34,Completado
706,2024-10-30 09:10:27,351.11,Completado
564,2025-03-15 09:10:27,614.87,Enviado
874,2024-07-01 09:10:27,51.05,Cancelado
840,2025-05-05 09:10:27,173.5,Cancelado
208,2025-05-02 09:10:27,75.28,Cancelado
365,2024-08-30 09:10:27,261.99,Enviado
588,2025-04-11 09:10:27,249.15,Pendiente
105,2024-08-18 09:10:27,312.68,Enviado
672,2024-10-29 09:10:27,899.55,Cancelado
504,2025-01-30 09:10:27,379.91,Completado
602,2024-12-05 09:10:27,957.63,Pendiente
462,2025-02-05 09:10:27,848.98,Cancelado
718,2025-03-16 09:10:27,632.06,Enviado
997,2024-07-29 09:10:27,849.31,Cancelado
862,2024-08-17 09:10:27,533.58,Cancelado
938,2024-11-08 09:10:27,231.72,Cancelado
535,2025-01-09 09:10:27,844.36,Pendiente
666,2024-11-11 09:10:27,521.9,Completado
179,2024-10-26 09:10:27,715.0,Pendiente
843,2025-01-21 09:10:27,732.18,Cancelado
224,2025-04-21 09:10:27,47.95,Enviado
807,2025-04-26 09:10:27,48.13,Cancelado
210,2024-10-30 09:10:27,105.11,Cancelado
579,2024-11-17 09:10:27,126.16,Cancelado
767,2025-05-15 09:10:27,533.76,Cancelado
929,2025-03-01 09:10:27,975.07,Cancelado
123,2024-12-13 09:10:27,834.21,Pendiente
243,2024-12-12 09:10:27,36.07,Cancelado
339,2024-11-29 09:10:27,223.43,Pendiente
928,2025-06-23 09:10:27,761.69,Enviado
614,2024-08-07 09:10:27,582.88,Cancelado
451,2025-03-07 09:10:27,643.47,Enviado
988,2025-01-07 09:10:27,497.8,Completado
102,2025-04-29 09:10:27,127.4,Cancelado
479,2024-08-08 09:10:27,960.3,Enviado
717,2024-07-05 09:10:27,64.02,Enviado
39,2024-11-14 09:10:27,70.35,Enviado
644,2025-01-19 09:10:27,79.3,Completado
441,2025-06-14 09:10:27,173.2,Cancelado
165,2025-02-28 09:10:27,192.68,Enviado
896,2024-08-02 09:10:27,151.93,Pendiente
697,2025-02-02 09:10:27,744.34,Cancelado
551,2024-10-05 09:10:27,240.57,Enviado
573,2025-06-16 09:10:27,195.57,Enviado
545,2024-10-13 09:10:27,929.47,Pendiente
791,2024-09-07 09:10:27,817.49,Completado
298,2024-09-26 09:10:27,276.08,Completado
947,2025-03-06 09:10:27,998.76,Enviado
253,2024-12-23 09:10:27,563.63,Enviado
409,2025-04-10 09:10:27,224.16,Enviado
560,2024-11-23 09:10:27,882.3,Completado
312,2025-03-09 09:10:27,360.0,Completado
941,2024-07-29 09:10:27,903.95,Completado
131,2024-09-20 09:10:27,733.68,Enviado
504,2024-09-14 09:10:27,749.94,Cancelado
587,2024-10-04 09:10:27,892.29,Pendiente
36,2024-10-02 09:10:27,341.41,Completado
729,2025-02-15 09:10:27,934.75,Pendiente
319,2024-07-15 09:10:27,312.88,Completado
656,2025-02-01 09:10:27,388.16,Enviado
941,2025-02-13 09:10:27,905.84,Completado
327,2025-05-19 09:10:27,455.29,Completado
943,2025-01-03 09:10:27,453.98,Completado
92,2025-01-12 09:10:27,776.65,Enviado
254,2025-01-20 09:10:27,744.83,Enviado
650,2025-01-23 09:10:27,33.89,Enviado
904,2025-01-23 09:10:27,849.51,Pendiente
446,2024-08-03 09:10:27,468.14,Cancelado
826,2025-04-25 09:10:27,298.54,Completado
427,2024-12-10 09:10:27,165.53,Completado
50,2024-10-08 09:10:27,413.45,Completado
993,2025-06-24 09:10:27,53.88,Cancelado
838,2024-12-28 09:10:27,253.06,Completado
503,2024-11-12 09:10:27,759.7,Completado
587,2024-11-15 09:10:27,41.89,Enviado
210,2025-01-19 09:10:27,848.8,Completado
710,2025-06-30 09:10:27,512.56,Enviado
131,2025-03-08 09:10:27,441.35,Cancelado
517,2025-01-28 09:10:27,392.2,Cancelado
108,2024-11-24 09:10:27,875.25,Completado
459,2024-12-28 09:10:27,987.71,Cancelado
783,2025-04-05 09:10:27,153.9,Enviado
834,2025-01-13 09:10:27,223.02,Cancelado
392,2025-03-16 09:10:27,678.41,Cancelado
414,2024-10-21 09:10:27,956.15,Pendiente
874,2025-06-17 09:10:27,445.87,Cancelado
37,2024-11-30 09:10:27,205.13,Completado
308,2025-03-11 09:10:27,935.62,Pendiente
156,2024-11-16 09:10:27,747.61,Cancelado
559,2025-02-15 09:10:27,734.59,Cancelado
240,2025-02-13 09:10:27,862.32,Completado
738,2024-09-26 09:10:27,882.87,Completado
244,2024-09-20 09:10:27,48.68,Pendiente
52,2025-06-28 09:10:27,96.45,Completado
156,2025-03-14 09:10:27,641.4,Pendiente
822,2025-06-11 09:10:27,317.6,Pendiente
811,2024-11-23 09:10:27,369.36,Cancelado
128,2025-06-30 09:10:27,746.87,Completado
426,2024-10-03 09:10:27,737.38,Enviado
339,2024-10-30 09:10:27,856.92,Enviado
618,2025-04-20 09:10:27,97.24,Completado
198,2024-11-03 09:10:27,870.23,Pendiente
313,2024-12-15 09:10:27,158.93,Enviado
350,2024-08-14 09:10:27,219.91,Enviado
306,2025-04-16 09:10:27,867.07,Pendiente
12,2024-11-12 09:10:27,381.2,Cancelado
774,2024-10-06 09:10:27,758.98,Cancelado
294,2024-10-08 09:10:27,548.47,Enviado
273,2025-01-20 09:10:27,172.79,Completado
631,2025-03-07 09:10:27,185.55,Cancelado
496,2025-06-22 09:10:27,385.39,Pendiente
592,2024-10-20 09:10:27,604.49,Enviado
708,2024-11-05 09:10:27,999.85,Pendiente
966,2024-08-30 09:10:27,691.63,Completado
15,2025-06-30 09:10:27,605.35,Cancelado
301,2025-06-28 09:10:27,299.45,Cancelado
716,2024-11-02 09:10:27,790.1,Cancelado
571,2025-05-16 09:10:27,549.35,Enviado
370,2024-09-14 09:10:27,399.46,Pendiente
836,2025-01-20 09:10:27,116.25,Cancelado
127,2024-07-21 09:10:27,964.45,Enviado
208,2024-09-04 09:10:27,458.01,Pendiente
324,2025-06-22 09:10:27,52.36,Cancelado
540,2025-02-24 09:10:27,430.74,Enviado
580,2025-01-02 09:10:27,508.26,Enviado
632,2024-10-21 09:10:27,507.8,Enviado
940,2025-05-27 09:10:27,886.53,Completado
438,2024-12-14 09:10:27,465.04,Pendiente
830,2024-10-16 09:10:27,394.31,Pendiente
628,2025-04-08 09:10:27,710.28,Pendiente
877,2024-10-12 09:10:27,826.95,Completado
164,2024-10-28 09:10:27,246.13,Enviado
813,2024-11-29 09:10:27,776.16,Completado
101,2024-12-12 09:10:27,272.07,Enviado
820,2025-06-14 09:10:27,949.24,Enviado
23,2024-08-20 09:10:27,487.66,Enviado
746,2025-05-07 09:10:27,747.07,Enviado
672,2024-11-07 09:10:27,502.12,Completado
986,2024-12-21 09:10:27,225.76,Cancelado
17,2024-07-28 09:10:27,495.02,Pendiente
563,2024-08-20 09:10:27,767.96,Cancelado
591,2025-04-13 09:10:27,245.76,Completado
683,2025-03-15 09:10:27,271.38,Cancelado
786,2024-12-20 09:10:27,531.77,Completado
759,2024-12-06 09:10:27,382.91,Completado
605,2024-10-12 09:10:27,501.61,Enviado
474,2024-09-24 09:10:27,867.68,Enviado
941,2025-02-12 09:10:27,688.27,Pendiente
758,2024-09-20 09:10:27,449.04,Completado
383,2024-08-11 09:10:27,610.64,Cancelado
411,2024-07-07 09:10:27,728.59,Completado
978,2025-05-16 09:10:27,548.37,Enviado
565,2025-05-07 09:10:27,970.02,Pendiente
171,2025-02-13 09:10:27,594.01,Completado
311,2025-05-31 09:10:27,965.67,Completado
281,2024-11-06 09:10:27,537.7,Cancelado
562,2025-01-14 09:10:27,644.17,Pendiente
917,2024-08-23 09:10:27,782.02,Enviado
59,2024-12-18 09:10:27,637.51,Pendiente
441,2024-12-13 09:10:27,591.57,Cancelado
261,2025-02-22 09:10:27,26.1,Enviado
898,2025-04-12 09:10:27,873.07,Enviado
945,2025-06-19 09:10:27,631.67,Completado
859,2025-04-02 09:10:27,56.97,Completado
222,2025-03-06 09:10:27,886.08,Cancelado
42,2024-07-22 09:10:27,602.62,Cancelado
688,2025-04-30 09:10:27,440.34,Completado
487,2024-11-11 09:10:27,383.47,Pendiente
945,2025-03-09 09:10:27,392.3,Cancelado
935,2024-07-20 09:10:27,907.33,Cancelado
970,2025-02-13 09:10:27,496.54,Cancelado
940,2025-03-03 09:10:27,863.93,Pendiente
300,2024-08-18 09:10:27,149.52,Enviado
378,2025-05-18 09:10:27,216.1,Completado
33,2025-05-07 09:10:27,900.52,Completado
856,2025-01-03 09:10:27,345.53,Completado
493,2024-07-17 09:10:27,833.43,Cancelado
263,2024-09-25 09:10:27,126.01,Enviado
62,2025-02-16 09:10:27,99.17,Cancelado
333,2024-11-01 09:10:27,228.67,Enviado
264,2024-11-20 09:10:27,129.29,Cancelado
79,2024-07-13 09:10:27,106.4,Enviado
247,2024-11-17 09:10:27,755.15,Enviado
469,2024-07-15 09:10:27,716.67,Enviado
853,2024-08-31 09:10:27,435.72,Enviado
259,2024-07-19 09:10:27,279.18,Enviado
939,2025-02-08 09:10:27,118.38,Completado
456,2024-12-18 09:10:27,974.65,Pendiente
125,2025-02-26 09:10:27,635.28,Completado
716,2024-10-21 09:10:27,646.41,Enviado
819,2024-11-16 09:10:27,486.08,Cancelado
194,2025-03-19 09:10:27,780.95,Pendiente
741,2024-09-28 09:10:27,163.76,Completado
635,2024-11-24 09:10:27,807.23,Enviado
629,2025-06-06 09:10:27,945.72,Enviado
150,2025-01-25 09:10:27,978.22,Pendiente
268,2025-04-24 09:10:27,586.91,Completado
759,2024-11-23 09:10:27,290.06,Enviado
923,2025-04-10 09:10:27,670.29,Cancelado
784,2025-05-26 09:10:27,545.18,Cancelado
595,2024-07-13 09:10:27,506.1,Completado
748,2024-11-30 09:10:27,436.11,Completado
168,2025-04-22 09:10:27,528.78,Pendiente
45,2025-06-03 09:10:27,534.64,Enviado
347,2025-04-14 09:10:27,298.58,Enviado
890,2025-05-02 09:10:27,195.44,Completado
187,2024-12-12 09:10:27,973.94,Cancelado
619,2025-03-17 09:10:27,504.68,Completado
142,2024-08-31 09:10:27,91.76,Completado
488,2025-04-08 09:10:27,551.85,Enviado
35,2025-04-04 09:10:27,254.0,Cancelado
798,2024-12-02 09:10:27,404.95,Enviado
576,2024-12-12 09:10:27,634.42,Enviado
547,2024-08-01 09:10:27,275.4,Enviado
573,2025-01-14 09:10:27,148.37,Enviado
573,2025-01-30 09:10:27,115.01,Enviado
841,2025-02-03 09:10:27,527.71,Enviado
391,2024-08-09 09:10:27,460.22,Cancelado
577,2024-11-26 09:10:27,213.98,Completado
697,2025-02-01 09:10:27,851.83,Completado
702,2024-09-10 09:10:27,495.92,Completado
654,2024-12-30 09:10:27,854.03,Enviado
367,2025-01-15 09:10:27,184.27,Cancelado
254,2024-11-11 09:10:27,579.18,Pendiente
374,2025-04-10 09:10:27,321.54,Enviado
555,2025-03-16 09:10:27,765.58,Pendiente
742,2024-11-17 09:10:27,964.61,Cancelado
246,2025-05-04 09:10:27,776.08,Pendiente
346,2024-10-17 09:10:27,514.78,Pendiente
808,2024-08-03 09:10:27,308.39,Enviado
812,2024-08-03 09:10:27,191.67,Cancelado
234,2025-01-18 09:10:27,312.44,Enviado
208,2025-01-31 09:10:27,840.41,Completado
326,2025-06-26 09:10:27,588.2,Enviado
856,2024-10-30 09:10:27,758.44,Completado
521,2025-02-24 09:10:27,525.81,Completado
988,2025-01-16 09:10:27,264.27,Cancelado
617,2024-08-03 09:10:27,930.58,Pendiente
833,2025-01-19 09:10:27,560.46,Pendiente
374,2025-01-30 09:10:27,100.85,Pendiente
469,2025-03-25 09:10:27,506.7,Cancelado
991,2024-09-18 09:10:27,827.17,Cancelado
326,2024-12-08 09:10:27,524.73,Enviado
116,2024-11-01 09:10:27,481.87,Pendiente
10,2024-07-26 09:10:27,996.95,Completado
290,2024-10-09 09:10:27,623.88,Completado
591,2024-09-15 09:10:27,713.48,Completado
800,2025-04-18 09:10:27,511.1,Completado
286,2024-12-07 09:10:27,382.92,Completado
145,2024-08-25 09:10:27,701.85,Cancelado
574,2025-06-27 09:10:27,546.83,Enviado
957,2025-05-20 09:10:27,685.54,Enviado
608,2025-04-03 09:10:27,278.96,Completado
365,2024-12-25 09:10:27,592.43,Cancelado
75,2024-10-18 09:10:27,514.85,Cancelado
117,2025-02-22 09:10:27,255.38,Pendiente
65,2025-04-06 09:10:27,961.12,Pendiente
957,2025-02-03 09:10:27,899.69,Pendiente
204,2025-01-19 09:10:27,369.36,Cancelado
420,2024-11-09 09:10:27,400.09,Pendiente
385,2025-01-26 09:10:27,848.63,Cancelado
855,2024-09-26 09:10:27,367.55,Pendiente
962,2025-02-03 09:10:27,960.24,Cancelado
600,2025-06-02 09:10:27,148.52,Pendiente
504,2025-05-20 09:10:27,891.25,Completado
988,2024-07-25 09:10:27,580.21,Completado
540,2024-10-07 09:10:27,878.12,Pendiente
865,2025-06-29 09:10:27,451.47,Cancelado
132,2025-02-15 09:10:27,145.25,Pendiente
806,2024-09-15 09:10:27,374.98,Pendiente
276,2025-02-23 09:10:27,724.02,Pendiente
658,2025-06-05 09:10:27,323.79,Completado
176,2025-01-09 09:10:27,52.88,Enviado
115,2024-12-03 09:10:27,839.81,Pendiente
142,2024-09-04 09:10:27,490.47,Cancelado
291,2025-05-22 09:10:27,801.4,Completado
652,2025-04-21 09:10:27,291.55,Enviado
285,2025-06-30 09:10:27,778.73,Enviado
129,2025-04-26 09:10:27,187.3,Completado
608,2024-10-13 09:10:27,533.02,Cancelado
584,2024-08-26 09:10:27,294.61,Pendiente
392,2025-01-27 09:10:27,731.82,Enviado
688,2024-10-26 09:10:27,243.6,Cancelado
540,2025-01-03 09:10:27,527.51,Pendiente
100,2025-06-01 09:10:27,337.32,Cancelado
265,2024-10-09 09:10:27,651.28,Cancelado
942,2024-07-13 09:10:27,376.89,Cancelado
646,2025-06-16 09:10:27,501.73,Cancelado
925,2024-11-15 09:10:27,743.55,Enviado
32,2025-04-20 09:10:27,324.59,Pendiente
23,2024-12-31 09:10:27,582.13,Cancelado
733,2024-12-10 09:10:27,375.24,Cancelado
585,2024-08-04 09:10:27,219.43,Completado
561,2025-01-18 09:10:27,142.02,Completado
561,2025-02-15 09:10:27,788.22,Completado
783,2025-02-21 09:10:27,719.21,Pendiente
814,2024-10-22 09:10:27,334.85,Pendiente
224,2025-05-27 09:10:27,70.05,Completado
987,2024-11-02 09:10:27,436.08,Cancelado
951,2025-03-16 09:10:27,695.52,Cancelado
