OrdenID,MetodoPagoID,MontoPagado
464,5,345.87
465,4,679.85
466,5,603.06
467,3,347.14
468,2,415.69
469,4,516.28
470,2,103.76
471,5,912.22
472,7,815.21
473,4,777.9
474,6,317.96
475,1,729.57
476,7,138.15
477,6,617.48
478,4,254.86
479,1,857.47
480,2,114.36
481,6,590.87
482,4,334.69
483,3,239.53
484,2,967.98
485,2,728.97
486,2,195.36
487,7,256.06
488,1,772.56
489,4,689.89
490,5,259.42
491,5,330.46
492,3,486.82
493,5,586.49
494,3,524.28
495,2,748.15
496,6,208.27
497,5,794.5
498,7,168.5
499,4,649.94
500,1,719.47
501,3,851.44
502,3,257.08
503,7,384.93
504,5,804.34
505,6,764.0
506,2,972.1
507,6,766.04
508,6,348.05
509,5,626.57
510,4,178.94
511,6,540.17
512,7,723.14
513,3,808.72
514,3,763.47
515,6,571.38
516,5,559.65
517,2,408.89
518,3,749.48
519,4,326.33
520,6,823.02
521,2,153.46
522,6,988.67
523,3,809.05
524,1,801.66
525,6,593.49
526,1,793.81
527,7,179.78
528,7,214.94
529,1,242.48
530,5,635.45
531,5,516.36
532,3,131.85
533,1,877.94
534,4,522.54
535,3,661.79
536,5,381.4
537,7,142.18
538,3,241.41
539,4,932.58
540,5,225.02
541,4,394.43
542,4,913.62
543,5,234.0
544,5,986.51
545,6,343.49
546,3,466.19
547,5,435.19
548,7,421.67
549,2,833.32
550,5,177.5
551,3,550.97
552,2,992.22
553,5,179.93
554,6,400.76
555,2,723.55
556,4,939.31
557,5,268.19
558,2,885.35
559,6,547.45
560,4,336.24
561,2,931.33
562,3,730.87
563,4,682.79
564,3,339.95
565,5,634.9
566,3,406.8
567,6,645.4
568,5,106.02
569,1,787.33
570,7,818.88
571,4,217.37
572,3,881.06
573,6,581.52
574,1,755.07
575,7,185.6
576,6,668.01
577,4,430.0
578,2,947.46
579,2,297.15
580,1,916.93
581,2,481.66
582,1,367.05
583,1,332.88
584,2,554.16
585,5,875.58
586,7,699.56
587,4,970.21
588,3,232.76
589,3,141.11
590,4,744.03
591,2,280.94
592,3,406.79
593,1,806.87
594,2,297.86
595,1,508.27
596,3,294.87
597,7,246.18
598,6,190.07
599,2,984.99
600,5,644.9
601,7,488.37
602,6,387.57
603,7,649.34
604,3,889.05
605,1,448.98
606,7,142.32
607,5,453.82
608,4,940.2
609,7,946.17
610,4,736.23
611,1,362.51
612,7,396.46
613,2,449.37
614,3,465.41
615,6,663.8
616,2,804.99
617,6,425.02
618,6,798.22
619,7,921.2
620,4,997.91
621,1,779.14
622,7,177.69
623,6,717.6
624,2,252.55
625,7,500.46
626,7,988.24
627,7,953.96
628,2,969.57
629,3,676.94
630,5,999.8
631,5,864.43
632,4,927.25
633,4,255.56
634,1,905.66
635,1,888.31
636,1,813.46
637,3,507.35
638,7,949.41
639,7,612.71
640,4,639.74
641,3,985.25
642,1,420.22
643,6,253.69
644,6,162.52
645,1,750.39
646,2,830.69
647,3,459.42
648,7,612.84
649,4,725.76
650,2,587.22
651,3,165.81
652,2,850.36
653,7,141.77
654,5,624.91
655,3,215.42
656,2,570.86
657,2,385.33
658,3,733.83
659,6,344.05
660,3,379.1
661,5,123.01
662,5,165.47
663,6,184.51
664,5,301.9
665,1,592.68
666,6,765.2
667,2,106.65
668,4,290.78
669,2,101.49
670,4,686.44
671,5,420.9
672,6,232.02
673,7,967.78
674,3,849.68
675,3,755.38
676,1,533.36
677,7,745.45
678,1,478.63
679,6,660.06
680,1,170.61
681,6,624.27
682,1,357.66
683,2,743.15
684,5,168.88
685,3,570.79
686,2,664.37
687,4,523.62
688,3,296.55
689,6,183.41
690,1,446.41
691,6,922.29
692,5,825.09
693,2,669.67
694,7,182.69
695,2,328.28
696,7,584.58
697,2,399.03
698,4,792.5
699,4,827.14
700,6,473.39
701,3,845.78
702,7,439.71
703,3,129.71
704,3,761.58
705,5,541.58
706,2,965.93
707,5,811.6
708,7,263.21
709,5,467.22
710,3,130.79
711,6,313.65
712,7,970.44
713,3,476.67
714,6,471.6
715,1,909.73
716,4,319.77
717,4,719.49
718,2,939.68
719,2,978.0
720,5,460.86
721,1,337.4
722,2,289.58
723,2,572.67
724,4,644.2
725,3,155.03
726,6,544.19
727,3,294.08
728,1,894.28
729,1,769.83
730,5,152.84
731,1,565.82
732,4,685.92
733,1,839.18
734,2,772.48
735,4,157.35
736,6,950.66
737,7,739.98
738,3,887.53
739,4,164.22
740,5,113.24
741,3,810.76
742,5,284.37
743,2,865.81
744,7,478.87
745,2,717.01
746,7,593.92
747,6,223.54
748,6,415.66
749,6,631.5
750,7,955.06
751,1,167.46
752,6,778.69
753,2,946.89
754,6,304.63
755,3,551.9
756,6,676.77
757,2,799.79
758,1,711.61
759,1,213.66
760,1,226.48
761,2,785.19
762,7,687.56
763,1,399.33
764,3,235.25
765,4,337.76
766,7,982.94
767,7,139.92
768,6,303.18
769,4,684.46
770,4,207.73
771,2,656.37
772,2,374.6
773,2,313.64
774,4,982.55
775,6,706.0
776,4,255.07
777,2,372.06
778,7,133.49
779,4,732.18
780,3,473.25
781,5,281.09
782,4,164.44
783,6,671.07
784,4,691.36
785,1,163.58
786,6,194.53
787,1,733.11
788,6,567.37
789,4,339.69
790,3,760.89
791,4,638.56
792,1,132.74
793,6,637.4
794,1,703.52
795,5,533.83
796,4,828.19
797,6,504.78
798,2,547.89
799,5,234.99
800,6,418.16
801,3,741.4
802,5,511.81
803,4,889.71
804,3,753.83
805,1,401.18
806,3,103.89
807,1,727.67
808,2,569.29
809,3,438.37
810,4,678.0
811,1,796.12
812,2,187.82
813,4,107.89
814,6,245.62
815,5,780.26
816,6,316.22
817,2,833.69
818,1,759.92
819,4,140.84
820,6,419.12
821,5,437.24
822,6,207.7
823,3,611.33
824,5,601.17
825,1,161.68
826,5,583.03
827,4,768.68
828,5,609.7
829,4,883.34
830,3,183.78
831,5,966.91
832,1,568.27
833,5,415.29
834,1,781.18
835,4,543.63
836,2,811.05
837,6,889.57
838,5,429.37
839,5,912.65
840,4,249.13
841,7,400.14
842,4,101.79
843,4,677.23
844,1,389.2
845,7,479.18
846,5,948.74
847,7,502.86
848,6,991.49
849,4,579.53
850,5,618.32
851,6,579.09
852,5,187.97
853,2,908.12
854,4,322.97
855,2,699.68
856,3,247.4
857,5,919.15
858,2,959.32
859,2,418.3
860,1,752.47
861,2,423.9
862,1,179.6
863,4,138.4
864,5,252.35
865,4,911.05
866,3,974.42
867,3,620.65
868,4,357.37
869,6,135.12
870,4,545.28
871,1,525.55
872,7,344.52
873,4,835.69
874,1,784.06
875,4,688.08
876,6,771.08
877,4,207.74
878,6,667.44
879,7,465.53
880,5,649.39
881,6,926.23
882,3,821.67
883,7,900.44
884,5,679.89
885,2,382.28
886,4,856.56
887,5,619.14
888,6,740.49
889,2,755.88
890,6,609.03
891,7,910.74
892,1,686.7
893,7,609.52
894,3,111.79
895,7,986.24
896,6,359.6
897,4,589.13
898,5,313.27
899,1,823.65
900,1,641.09
901,7,756.74
902,6,571.97
903,7,323.23
904,1,476.82
905,7,650.11
906,5,572.3
907,4,129.81
908,5,135.54
909,4,773.25
910,5,707.19
911,5,699.75
912,2,193.17
913,5,340.89
914,4,608.77
915,5,430.68
916,5,364.14
917,7,916.57
918,7,397.89
919,3,292.89
920,3,131.68
921,5,227.46
922,4,456.95
923,3,300.39
924,5,105.47
925,4,940.49
926,5,347.77
927,5,437.13
928,3,870.54
929,4,224.94
930,4,181.83
931,4,231.2
932,2,116.73
933,5,911.74
934,3,821.16
935,1,838.81
936,2,281.56
937,3,759.47
938,1,939.12
939,7,463.61
940,5,710.69
941,5,649.85
942,3,161.77
943,4,481.99
944,7,230.89
945,2,882.78
946,5,508.31
947,5,206.21
948,2,514.36
949,5,910.48
950,5,723.41
951,6,529.45
952,7,618.87
953,7,745.03
954,1,673.54
955,4,880.13
956,5,783.42
957,2,216.97
958,7,681.04
959,7,775.98
960,1,889.78
961,6,362.55
962,1,265.61
963,3,395.03
964,3,101.48
965,7,522.88
966,4,170.15
967,1,773.46
968,2,818.71
969,1,943.91
970,4,847.62
971,5,413.97
972,1,833.18
973,6,708.83
974,2,611.21
975,1,987.83
976,5,250.5
977,5,154.19
978,5,444.28
979,5,574.02
980,7,443.37
981,4,837.45
982,2,936.8
983,1,224.28
984,7,354.02
985,7,488.36
986,2,429.28
987,1,157.7
988,7,916.43
989,6,740.18
990,5,226.17
991,1,870.6
992,5,206.16
993,1,422.09
994,2,459.7
995,5,101.06
996,6,226.87
997,7,936.53
998,7,236.41
999,2,111.83
1000,3,858.4
1001,7,576.16
1002,5,463.19
1003,7,171.36
1004,1,440.13
1005,7,882.61
1006,3,911.81
1007,4,854.1
1008,5,979.67
1009,6,355.51
1010,6,310.1
1011,7,531.95
1012,5,964.58
1013,2,624.04
1014,6,190.34
1015,6,938.38
1016,7,316.68
1017,2,417.01
1018,5,661.28
1019,3,340.78
1020,6,105.94
1021,3,598.44
1022,2,214.0
1023,5,535.28
1024,6,352.01
1025,7,609.63
1026,4,390.96
1027,5,878.36
1028,4,898.81
1029,5,780.57
1030,7,150.46
1031,3,775.64
1032,5,942.93
1033,3,429.17
1034,3,287.49
1035,7,209.86
1036,6,318.76
1037,5,751.88
1038,2,854.54
1039,1,540.56
1040,3,959.3
1041,1,777.08
1042,4,700.91
1043,7,282.18
1044,1,140.39
1045,1,299.0
1046,2,691.26
1047,7,299.99
1048,5,795.94
1049,7,165.74
1050,2,328.12
1051,4,281.52
1052,2,679.59
1053,7,786.6
1054,4,347.92
1055,1,417.25
1056,5,404.88
1057,7,464.14
1058,3,958.67
1059,3,586.84
1060,1,577.09
1061,5,481.33
1062,7,405.15
1063,4,747.69
1064,5,671.58
1065,2,151.3
1066,5,455.14
1067,7,138.46
1068,4,796.05
1069,7,140.18
1070,3,862.81
1071,6,975.52
1072,5,165.9
1073,4,603.2
1074,7,690.99
1075,6,107.44
1076,6,475.25
1077,7,370.56
1078,3,248.31
1079,5,710.29
1080,7,366.43
1081,7,754.36
1082,6,229.82
1083,4,978.95
1084,1,714.07
1085,4,115.24
1086,3,929.68
1087,6,357.07
1088,4,663.58
1089,7,863.14
1090,3,282.98
1091,2,674.08
1092,7,843.49
1093,6,227.46
1094,1,788.75
1095,7,952.6
1096,5,531.76
1097,3,454.11
1098,1,143.61
1099,6,870.62
1100,5,569.83
1101,1,618.61
1102,2,392.02
1103,1,126.19
1104,4,925.52
1105,7,638.09
1106,4,628.78
1107,5,470.86
1108,7,557.85
1109,4,362.23
1110,3,513.82
1111,7,540.42
1112,1,469.93
1113,1,596.24
1114,5,693.61
1115,7,238.87
1116,1,769.92
1117,6,612.74
1118,3,963.45
1119,2,816.32
1120,7,371.93
1121,6,287.83
1122,1,990.47
1123,7,451.21
1124,2,399.05
1125,2,359.8
1126,1,208.08
1127,1,372.13
1128,5,794.35
1129,7,395.92
1130,7,713.3
1131,2,887.83
1132,2,488.45
1133,5,100.28
1134,2,623.6
1135,3,601.45
1136,7,646.93
1137,5,237.73
1138,4,441.63
1139,3,246.22
1140,1,867.17
1141,7,274.31
1142,5,248.32
1143,2,235.82
1144,2,330.74
1145,1,341.61
1146,4,749.52
1147,2,860.51
1148,2,272.43
1149,3,920.03
1150,2,406.06
1151,2,137.74
1152,2,143.56
1153,5,756.01
1154,2,266.67
1155,2,346.73
1156,6,705.63
1157,6,292.4
1158,7,971.12
1159,1,954.89
1160,6,932.92
1161,7,940.06
1162,4,967.57
1163,5,616.82
1164,6,126.0
1165,5,932.96
1166,1,442.96
1167,4,797.45
1168,6,372.98
1169,3,572.38
1170,5,749.46
1171,7,599.23
1172,7,567.52
1173,2,893.62
1174,6,991.12
1175,4,690.55
1176,6,101.79
1177,3,174.12
1178,3,230.55
1179,6,684.06
1180,6,384.08
1181,4,295.72
1182,4,623.39
1183,5,793.71
1184,4,952.0
1185,7,726.4
1186,4,871.11
1187,4,570.82
1188,3,355.63
1189,2,399.66
1190,6,596.41
1191,5,141.12
1192,3,465.32
1193,7,265.52
1194,5,375.99
1195,5,633.8
1196,2,150.23
1197,6,395.4
1198,4,152.79
1199,6,822.87
1200,6,269.61
1201,5,682.29
1202,6,524.98
1203,4,712.45
1204,2,505.45
1205,3,986.37
1206,2,180.4
1207,3,505.95
1208,1,754.63
1209,4,376.64
1210,4,805.86
1211,2,615.09
1212,6,866.68
1213,4,971.42
1214,6,794.12
1215,4,929.96
1216,5,759.92
1217,3,232.93
1218,1,185.0
1219,2,569.86
1220,1,647.69
1221,2,708.23
1222,1,144.35
1223,5,828.18
1224,3,313.76
1225,3,664.39
1226,6,631.12
1227,1,669.67
1228,7,717.74
1229,6,832.22
1230,2,529.88
1231,4,678.03
1232,3,378.42
1233,4,777.99
1234,6,936.76
1235,6,258.29
1236,4,353.45
1237,7,206.39
1238,5,255.23
1239,2,675.06
1240,3,920.64
1241,1,921.71
1242,3,555.57
1243,7,276.55
1244,3,855.65
1245,4,348.28
1246,6,554.02
1247,5,680.12
1248,2,227.02
1249,7,486.48
1250,6,369.35
1251,7,996.62
1252,2,100.55
1253,4,406.21
1254,4,644.08
1255,6,764.87
1256,7,496.16
1257,5,431.88
1258,1,725.47
1259,5,720.61
1260,7,766.94
1261,5,365.27
1262,6,864.76
1263,2,158.86
1264,6,721.99
1265,3,486.84
1266,2,821.01
1267,6,935.07
1268,2,434.46
1269,3,331.15
1270,6,130.33
1271,2,143.85
1272,7,776.67
1273,7,510.9
1274,4,287.11
1275,1,718.46
1276,4,683.79
1277,3,909.67
1278,2,115.62
1279,1,805.02
1280,4,830.27
1281,4,337.95
1282,5,589.52
1283,1,691.83
1284,3,889.16
1285,6,635.22
1286,2,318.94
1287,6,422.79
1288,6,111.4
1289,2,126.63
1290,1,722.15
1291,6,710.27
1292,7,780.97
1293,3,254.26
1294,7,935.19
1295,1,627.0
1296,7,643.3
1297,7,393.68
1298,6,776.58
1299,3,962.63
1300,3,261.28
1301,1,833.18
1302,6,303.55
1303,1,863.68
1304,2,465.49
1305,6,182.45
1306,2,634.2
1307,6,656.72
1308,5,280.58
1309,3,545.92
1310,2,485.41
1311,6,698.93
1312,7,255.88
1313,4,688.85
1314,7,296.64
1315,2,643.46
1316,1,313.16
1317,6,746.7
1318,6,642.38
1319,7,880.99
1320,5,383.33
1321,7,267.28
1322,7,345.73
1323,3,715.67
1324,4,114.82
1325,3,789.2
1326,3,375.14
1327,7,455.1
1328,6,627.7
1329,1,354.3
1330,2,521.76
1331,5,705.3
1332,1,372.46
1333,1,982.7
1334,3,970.82
1335,2,268.89
1336,6,765.14
1337,4,527.82
1338,6,331.89
1339,6,374.78
1340,3,216.58
1341,3,309.57
1342,2,618.37
1343,6,905.34
1344,6,885.02
1345,6,273.26
1346,4,632.59
1347,2,261.43
1348,4,196.86
1349,7,641.24
1350,5,891.09
1351,6,963.18
1352,2,825.78
1353,4,258.8
1354,5,323.49
1355,5,789.41
1356,4,234.92
1357,3,578.84
1358,3,204.3
1359,3,575.28
1360,7,613.3
1361,5,139.77
1362,7,501.8
1363,5,871.28
1364,4,305.14
1365,1,479.9
1366,5,661.64
1367,2,585.07
1368,4,403.87
1369,5,799.9
1370,4,573.58
1371,6,143.8
1372,5,231.29
1373,7,454.91
1374,6,671.66
1375,2,823.45
1376,7,833.37
1377,7,776.69
1378,3,105.18
1379,2,115.97
1380,1,442.56
1381,2,545.31
1382,3,214.86
1383,1,826.77
1384,3,297.1
1385,3,604.16
1386,1,979.54
1387,3,994.0
1388,7,533.69
1389,6,394.88
1390,4,639.41
1391,1,466.67
1392,7,955.18
1393,6,716.89
1394,6,861.11
1395,6,834.4
1396,2,970.11
1397,1,640.77
1398,3,316.05
1399,7,844.29
1400,5,125.29
1401,5,348.95
1402,7,473.94
1403,2,778.12
1404,5,509.91
1405,7,497.33
1406,5,739.51
1407,3,627.2
1408,5,393.95
1409,6,999.38
1410,1,356.18
1411,3,225.16
1412,5,624.75
1413,6,817.87
1414,3,608.14
1415,4,256.98
1416,4,250.82
1417,7,267.95
1418,7,230.03
1419,7,828.53
1420,7,871.68
1421,4,876.03
1422,7,615.58
1423,1,392.22
1424,7,114.5
1425,4,406.52
1426,5,738.65
1427,4,923.82
1428,1,333.99
1429,6,322.82
1430,7,336.15
1431,3,611.87
1432,4,379.36
1433,3,689.1
1434,4,974.35
1435,4,772.05
1436,4,833.97
1437,5,802.44
1438,7,593.53
1439,7,727.17
1440,6,503.77
1441,5,861.18
1442,4,843.94
1443,1,928.12
1444,7,800.94
1445,3,699.9
1446,1,996.84
1447,2,585.55
1448,3,812.49
1449,1,377.28
1450,2,453.11
1451,4,582.99
1452,1,869.33
1453,2,998.78
1454,4,692.49
1455,6,537.18
1456,2,141.54
1457,3,507.39
1458,6,144.4
1459,3,488.61
1460,7,506.52
1461,2,601.03
1462,4,684.29
1463,4,772.28
1464,6,960.16
1465,4,826.88
1466,4,221.33
1467,7,602.12
1468,2,520.23
1469,4,776.8
1470,6,552.16
1471,5,300.59
1472,3,414.75
1473,2,796.61
1474,2,188.46
1475,4,601.05
1476,1,183.49
1477,4,388.52
1478,7,638.34
1479,1,788.34
1480,6,771.49
1481,5,853.17
1482,5,391.26
1483,5,877.75
1484,1,360.85
1485,5,347.48
1486,1,790.65
1487,6,215.42
1488,3,872.19
1489,6,140.8
1490,6,142.17
1491,5,247.78
1492,1,651.22
1493,5,565.92
1494,5,820.55
1495,1,625.7
1496,5,782.53
1497,1,192.85
1498,2,784.02
1499,2,708.56
1500,1,395.22
1501,3,248.72
1502,2,669.32
1503,3,770.45
1504,5,260.46
1505,2,420.4
1506,5,209.61
1507,3,261.8
1508,3,640.12
1509,2,218.16
1510,7,750.73
1511,3,335.83
1512,6,495.54
1513,1,858.55
1514,3,993.06
1515,7,231.28
1516,5,307.03
1517,5,837.91
1518,1,791.63
1519,5,289.52
1520,3,251.0
1521,1,327.15
1522,6,249.14
1523,7,852.27
1524,5,652.76
1525,6,683.31
1526,1,741.58
1527,3,766.75
1528,2,324.35
1529,6,118.09
1530,1,584.35
1531,6,465.25
1532,6,831.87
1533,7,392.25
1534,4,343.13
1535,5,955.72
1536,5,680.06
1537,1,885.72
1538,7,236.76
1539,2,719.89
1540,6,616.71
1541,7,855.52
1542,1,307.23
1543,3,603.87
1544,4,232.97
1545,1,308.74
1546,7,891.4
1547,7,520.04
1548,1,765.81
1549,6,515.98
1550,6,335.11
1551,6,629.81
1552,7,148.35
1553,1,423.15
1554,3,331.28
1555,3,285.65
1556,4,338.74
1557,3,791.12
1558,3,956.2
1559,5,151.14
1560,2,451.28
1561,1,610.69
1562,7,953.42
1563,4,946.24
1564,7,788.41
1565,5,919.19
1566,1,156.93
1567,5,457.96
1568,6,228.49
1569,7,696.65
1570,3,628.87
1571,7,676.17
1572,6,676.06
1573,1,295.29
1574,1,109.06
1575,6,331.92
1576,3,386.58
1577,7,980.12
1578,2,705.81
1579,2,403.47
1580,1,939.13
1581,3,327.64
1582,5,723.71
1583,3,407.43
1584,2,957.68
1585,3,905.92
1586,1,120.09
1587,2,651.74
1588,4,844.01
1589,6,849.22
1590,7,764.35
1591,5,782.22
1592,4,683.39
1593,3,707.96
1594,4,374.46
1595,6,659.22
1596,7,390.62
1597,2,916.63
1598,7,162.99
1599,3,911.35
1600,2,274.47
1601,5,551.18
1602,6,766.74
1603,2,403.59
1604,6,229.14
1605,3,583.73
1606,6,147.49
1607,4,257.63
1608,3,931.96
1609,5,890.55
1610,1,156.78
1611,7,427.89
1612,5,374.59
1613,4,942.47
1614,3,407.34
1615,1,498.34
1616,4,838.81
1617,3,806.89
1618,2,847.8
1619,4,173.58
1620,2,208.04
1621,2,776.34
1622,2,335.98
1623,3,617.95
1624,2,745.38
1625,3,260.61
1626,3,908.68
1627,3,785.0
1628,2,181.66
1629,6,123.8
1630,6,357.55
1631,6,625.07
1632,4,311.89
1633,2,607.22
1634,6,510.44
1635,3,131.11
1636,6,560.2
1637,7,259.82
1638,6,576.8
1639,4,816.71
1640,2,543.38
1641,2,563.85
1642,7,730.28
1643,6,703.12
1644,1,270.55
1645,3,625.89
1646,2,501.77
1647,3,599.56
1648,4,759.75
1649,5,188.71
1650,3,151.69
1651,1,560.41
1652,7,700.34
1653,4,172.39
1654,7,622.63
1655,3,619.46
1656,6,677.97
1657,6,561.6
1658,7,367.44
1659,7,687.06
1660,1,667.14
1661,7,427.23
