OrdenID,MetodoPagoID,Monto,FechaPago,EstadoPago
167,6,530.5,2025-06-27 10:19:16,Fallido
168,5,619.9,2025-04-21 10:19:16,Procesando
169,3,373.99,2025-06-27 10:19:16,Fallido
170,3,671.43,2025-06-01 10:19:16,Pagado
171,4,451.78,2025-04-11 10:19:16,Pagado
172,2,644.43,2025-04-04 10:19:16,Procesando
173,7,292.43,2025-05-21 10:19:16,Procesando
174,7,781.92,2025-06-21 10:19:16,Pagado
175,4,950.32,2025-04-22 10:19:16,Pagado
176,5,242.42,2025-04-21 10:19:16,Pagado
177,5,264.45,2025-04-30 10:19:16,Reembolsado
178,7,522.61,2025-05-19 10:19:16,Procesando
179,6,975.35,2025-05-29 10:19:16,Reembolsado
180,6,409.17,2025-06-24 10:19:16,Reembolsado
181,3,152.47,2025-05-20 10:19:16,Procesando
182,4,174.55,2025-05-28 10:19:16,Fallido
183,7,223.08,2025-06-26 10:19:16,Pagado
184,6,401.86,2025-04-06 10:19:16,Reembolsado
185,5,864.27,2025-06-23 10:19:16,Pagado
186,4,866.88,2025-05-16 10:19:16,Fallido
187,7,960.38,2025-06-20 10:19:16,Reembolsado
188,3,279.52,2025-04-16 10:19:16,Fallido
189,6,403.75,2025-06-02 10:19:16,Fallido
190,3,185.07,2025-06-26 10:19:16,Fallido
191,5,387.83,2025-06-01 10:19:16,Fallido
192,7,829.31,2025-05-17 10:19:16,Reembolsado
193,2,229.1,2025-06-07 10:19:16,Pagado
194,5,363.47,2025-06-06 10:19:16,Fallido
195,1,650.14,2025-06-14 10:19:16,Reembolsado
196,3,686.22,2025-06-13 10:19:16,Pagado
197,6,895.06,2025-04-04 10:19:16,Pagado
198,3,725.79,2025-05-02 10:19:16,Pagado
199,2,497.45,2025-05-17 10:19:16,Reembolsado
200,7,935.3,2025-05-30 10:19:16,Procesando
201,4,384.16,2025-04-28 10:19:16,Fallido
202,1,290.36,2025-05-30 10:19:16,Reembolsado
203,6,253.76,2025-05-10 10:19:16,Procesando
204,6,984.53,2025-05-04 10:19:16,Procesando
205,5,636.37,2025-05-02 10:19:16,Fallido
206,7,825.2,2025-05-16 10:19:16,Reembolsado
207,1,700.36,2025-04-27 10:19:16,Procesando
208,5,230.18,2025-04-14 10:19:16,Procesando
209,2,731.42,2025-06-23 10:19:16,Pagado
210,3,433.33,2025-05-17 10:19:16,Procesando
211,7,412.99,2025-04-14 10:19:16,Fallido
212,4,646.24,2025-06-27 10:19:16,Pagado
213,6,774.04,2025-06-29 10:19:16,Reembolsado
214,2,107.87,2025-06-25 10:19:16,Fallido
215,7,388.65,2025-06-27 10:19:16,Pagado
216,2,208.44,2025-05-23 10:19:16,Reembolsado
217,1,364.57,2025-05-28 10:19:16,Procesando
218,4,240.58,2025-04-06 10:19:16,Pagado
219,7,388.84,2025-04-26 10:19:16,Procesando
220,1,215.59,2025-05-03 10:19:16,Pagado
221,3,605.37,2025-06-18 10:19:16,Fallido
222,3,469.34,2025-06-06 10:19:16,Procesando
223,3,714.83,2025-04-05 10:19:16,Procesando
224,3,608.24,2025-06-09 10:19:16,Procesando
225,2,348.19,2025-04-27 10:19:16,Procesando
226,5,774.83,2025-04-05 10:19:16,Reembolsado
227,7,901.97,2025-04-21 10:19:16,Reembolsado
228,6,887.9,2025-06-09 10:19:16,Pagado
229,6,102.1,2025-04-16 10:19:16,Reembolsado
230,1,500.93,2025-05-24 10:19:16,Pagado
231,6,947.16,2025-04-18 10:19:16,Procesando
232,1,790.71,2025-06-12 10:19:16,Pagado
233,1,878.9,2025-05-02 10:19:16,Pagado
234,5,968.07,2025-06-04 10:19:16,Procesando
235,4,845.19,2025-04-04 10:19:16,Pagado
236,5,242.55,2025-06-24 10:19:16,Reembolsado
237,3,987.88,2025-06-16 10:19:16,Fallido
238,7,920.42,2025-05-26 10:19:16,Reembolsado
239,7,294.21,2025-04-12 10:19:16,Fallido
240,5,191.55,2025-04-11 10:19:16,Reembolsado
241,4,587.3,2025-04-12 10:19:16,Procesando
242,6,958.86,2025-04-15 10:19:16,Pagado
243,6,871.3,2025-04-07 10:19:16,Pagado
244,7,870.62,2025-05-19 10:19:16,Fallido
245,5,118.39,2025-06-07 10:19:16,Fallido
246,2,997.91,2025-04-29 10:19:16,Pagado
247,3,423.48,2025-06-02 10:19:16,Fallido
248,4,436.93,2025-05-19 10:19:16,Procesando
249,1,876.79,2025-04-06 10:19:16,Reembolsado
250,4,828.24,2025-05-06 10:19:16,Fallido
251,5,628.57,2025-04-05 10:19:16,Pagado
252,2,884.4,2025-04-12 10:19:16,Procesando
253,6,983.63,2025-05-18 10:19:16,Fallido
254,3,222.14,2025-04-18 10:19:16,Pagado
255,6,321.58,2025-04-18 10:19:16,Fallido
256,3,278.47,2025-06-13 10:19:16,Pagado
257,3,727.28,2025-05-01 10:19:16,Procesando
258,3,501.86,2025-04-06 10:19:16,Reembolsado
259,4,615.96,2025-05-01 10:19:16,Fallido
260,3,780.67,2025-05-22 10:19:16,Pagado
261,7,671.75,2025-05-09 10:19:16,Procesando
262,3,739.3,2025-05-06 10:19:16,Reembolsado
263,3,598.15,2025-06-02 10:19:16,Pagado
264,7,465.55,2025-05-02 10:19:16,Pagado
265,2,382.31,2025-05-26 10:19:16,Pagado
266,7,834.3,2025-05-07 10:19:16,Fallido
267,3,134.66,2025-05-07 10:19:16,Pagado
268,6,392.83,2025-06-09 10:19:16,Pagado
269,6,512.03,2025-06-03 10:19:16,Procesando
270,3,545.61,2025-06-28 10:19:16,Procesando
271,4,465.85,2025-04-06 10:19:16,Fallido
272,1,310.36,2025-05-22 10:19:16,Fallido
273,1,181.29,2025-05-16 10:19:16,Fallido
274,5,683.05,2025-05-26 10:19:16,Fallido
275,4,266.95,2025-06-07 10:19:16,Pagado
276,5,991.96,2025-06-26 10:19:16,Reembolsado
277,6,901.5,2025-06-06 10:19:16,Procesando
278,3,344.84,2025-05-14 10:19:16,Procesando
279,2,455.45,2025-04-22 10:19:16,Pagado
280,2,408.23,2025-06-11 10:19:16,Pagado
281,4,553.94,2025-05-27 10:19:16,Fallido
282,7,828.45,2025-05-04 10:19:16,Fallido
283,2,100.2,2025-06-05 10:19:16,Reembolsado
284,6,811.55,2025-06-12 10:19:16,Fallido
285,2,985.26,2025-04-09 10:19:16,Procesando
286,3,582.07,2025-04-17 10:19:16,Pagado
287,4,406.24,2025-06-29 10:19:16,Reembolsado
288,2,836.09,2025-04-03 10:19:16,Fallido
289,1,121.87,2025-06-30 10:19:16,Fallido
290,3,831.67,2025-06-26 10:19:16,Procesando
291,5,736.6,2025-05-21 10:19:16,Reembolsado
292,7,237.99,2025-04-27 10:19:16,Pagado
293,6,456.07,2025-06-11 10:19:16,Procesando
294,6,269.01,2025-06-08 10:19:16,Fallido
295,3,481.69,2025-04-08 10:19:16,Pagado
296,3,488.45,2025-05-26 10:19:16,Procesando
297,3,932.27,2025-06-04 10:19:16,Fallido
298,2,775.31,2025-05-05 10:19:16,Reembolsado
299,6,634.39,2025-05-01 10:19:16,Procesando
300,6,438.35,2025-05-21 10:19:16,Reembolsado
301,5,954.93,2025-06-01 10:19:16,Fallido
302,2,911.33,2025-06-26 10:19:16,Pagado
303,4,218.55,2025-05-22 10:19:16,Reembolsado
304,5,898.85,2025-06-02 10:19:16,Pagado
305,1,394.92,2025-06-22 10:19:16,Reembolsado
306,6,135.5,2025-05-09 10:19:16,Reembolsado
307,2,376.03,2025-04-06 10:19:16,Procesando
308,1,144.81,2025-04-12 10:19:16,Reembolsado
309,6,512.24,2025-06-21 10:19:16,Procesando
310,5,209.55,2025-06-01 10:19:16,Fallido
311,6,798.95,2025-04-12 10:19:16,Pagado
312,2,672.06,2025-05-17 10:19:16,Fallido
313,3,911.44,2025-06-20 10:19:16,Pagado
314,3,598.86,2025-06-21 10:19:16,Pagado
315,1,669.19,2025-06-13 10:19:16,Procesando
316,3,426.16,2025-04-23 10:19:16,Pagado
317,5,308.91,2025-05-13 10:19:16,Reembolsado
318,6,516.5,2025-06-22 10:19:16,Procesando
319,2,225.89,2025-06-15 10:19:16,Procesando
320,7,207.68,2025-04-11 10:19:16,Pagado
321,7,142.74,2025-05-09 10:19:16,Procesando
322,7,470.06,2025-04-02 10:19:16,Fallido
323,6,363.9,2025-05-16 10:19:16,Reembolsado
324,6,333.54,2025-06-04 10:19:16,Fallido
325,1,288.06,2025-04-18 10:19:16,Reembolsado
326,5,589.83,2025-05-23 10:19:16,Fallido
327,5,112.31,2025-06-15 10:19:16,Pagado
328,2,277.29,2025-06-26 10:19:16,Pagado
329,4,101.68,2025-06-27 10:19:16,Fallido
330,6,672.73,2025-06-27 10:19:16,Reembolsado
331,4,856.27,2025-06-14 10:19:16,Pagado
332,7,254.68,2025-06-08 10:19:16,Pagado
333,2,219.32,2025-06-24 10:19:16,Procesando
334,7,887.65,2025-06-03 10:19:16,Procesando
335,3,140.92,2025-04-03 10:19:16,Reembolsado
336,7,624.17,2025-05-24 10:19:16,Pagado
337,4,375.78,2025-06-03 10:19:16,Pagado
338,4,566.98,2025-06-04 10:19:16,Reembolsado
339,5,204.98,2025-04-12 10:19:16,Fallido
340,7,512.98,2025-06-28 10:19:16,Fallido
341,4,289.72,2025-04-19 10:19:16,Pagado
342,6,383.99,2025-06-18 10:19:16,Pagado
343,3,948.8,2025-04-28 10:19:16,Reembolsado
344,1,699.96,2025-04-26 10:19:16,Fallido
345,2,909.98,2025-06-02 10:19:16,Procesando
346,5,740.51,2025-04-14 10:19:16,Procesando
347,7,783.57,2025-06-23 10:19:16,Procesando
348,1,539.04,2025-05-17 10:19:16,Reembolsado
349,7,458.27,2025-05-12 10:19:16,Pagado
350,2,418.07,2025-06-19 10:19:16,Pagado
351,2,347.16,2025-06-27 10:19:16,Fallido
352,1,252.06,2025-06-03 10:19:16,Reembolsado
353,5,383.84,2025-06-04 10:19:16,Fallido
354,3,461.36,2025-05-15 10:19:16,Procesando
355,5,433.18,2025-06-29 10:19:16,Procesando
356,5,406.26,2025-05-20 10:19:16,Reembolsado
357,4,150.67,2025-04-24 10:19:16,Fallido
358,7,426.19,2025-06-29 10:19:16,Procesando
359,2,204.79,2025-05-26 10:19:16,Procesando
360,6,729.6,2025-04-20 10:19:16,Reembolsado
361,3,341.37,2025-04-12 10:19:16,Fallido
362,3,526.7,2025-04-11 10:19:16,Fallido
363,1,477.37,2025-06-19 10:19:16,Procesando
364,4,727.93,2025-04-19 10:19:16,Pagado
365,3,303.73,2025-04-23 10:19:16,Procesando
366,6,258.02,2025-04-11 10:19:16,Procesando
367,1,329.35,2025-05-20 10:19:16,Procesando
368,3,457.95,2025-05-12 10:19:16,Fallido
369,3,219.18,2025-04-29 10:19:16,Reembolsado
370,7,186.51,2025-05-31 10:19:16,Fallido
371,5,625.95,2025-04-12 10:19:16,Pagado
372,6,817.23,2025-06-20 10:19:16,Fallido
373,1,559.67,2025-04-10 10:19:16,Procesando
374,1,568.78,2025-04-20 10:19:16,Fallido
375,5,113.99,2025-05-27 10:19:16,Fallido
376,7,973.85,2025-06-16 10:19:16,Pagado
377,6,897.27,2025-04-18 10:19:16,Reembolsado
378,6,832.19,2025-04-29 10:19:16,Pagado
379,2,873.24,2025-05-25 10:19:16,Pagado
380,3,788.25,2025-06-12 10:19:16,Procesando
381,7,952.33,2025-04-26 10:19:16,Procesando
382,2,227.33,2025-06-04 10:19:16,Pagado
383,5,651.34,2025-04-27 10:19:16,Pagado
384,5,255.93,2025-05-09 10:19:16,Reembolsado
385,7,328.87,2025-06-04 10:19:16,Fallido
386,1,657.09,2025-06-23 10:19:16,Reembolsado
387,1,928.65,2025-04-29 10:19:16,Pagado
388,5,620.17,2025-04-04 10:19:16,Reembolsado
389,2,929.32,2025-04-25 10:19:16,Pagado
390,4,974.32,2025-05-28 10:19:16,Pagado
391,4,149.52,2025-05-05 10:19:16,Pagado
392,5,566.88,2025-04-02 10:19:16,Pagado
393,4,143.26,2025-04-14 10:19:16,Fallido
394,5,918.06,2025-04-22 10:19:16,Reembolsado
395,6,933.0,2025-05-18 10:19:16,Fallido
396,7,586.85,2025-05-20 10:19:16,Fallido
397,5,267.12,2025-06-09 10:19:16,Procesando
398,3,720.86,2025-04-24 10:19:16,Procesando
399,1,538.76,2025-05-23 10:19:16,Procesando
400,1,569.41,2025-05-19 10:19:16,Pagado
401,6,905.96,2025-06-11 10:19:16,Reembolsado
402,6,324.87,2025-06-18 10:19:16,Fallido
403,7,932.71,2025-05-31 10:19:16,Fallido
404,3,926.4,2025-05-09 10:19:16,Pagado
405,3,980.66,2025-04-01 10:19:16,Fallido
406,2,617.38,2025-06-22 10:19:16,Reembolsado
407,4,247.46,2025-05-31 10:19:16,Fallido
408,4,250.85,2025-04-28 10:19:16,Pagado
409,3,603.39,2025-04-06 10:19:16,Fallido
410,5,200.8,2025-06-30 10:19:16,Procesando
411,1,850.55,2025-06-22 10:19:16,Pagado
412,7,373.94,2025-06-24 10:19:16,Procesando
413,2,879.63,2025-05-25 10:19:16,Pagado
414,3,998.27,2025-06-09 10:19:16,Reembolsado
415,6,970.48,2025-06-28 10:19:16,Reembolsado
416,2,100.71,2025-05-16 10:19:16,Reembolsado
417,4,859.05,2025-06-06 10:19:16,Pagado
418,2,957.22,2025-04-17 10:19:16,Procesando
419,4,216.78,2025-06-06 10:19:16,Pagado
420,2,303.1,2025-05-06 10:19:16,Pagado
421,6,723.92,2025-04-01 10:19:16,Reembolsado
422,1,476.36,2025-05-29 10:19:16,Procesando
423,3,788.66,2025-04-29 10:19:16,Procesando
424,2,878.09,2025-04-21 10:19:16,Pagado
425,3,953.3,2025-06-13 10:19:16,Pagado
426,5,246.7,2025-04-13 10:19:16,Fallido
427,2,200.68,2025-06-15 10:19:16,Procesando
428,6,264.78,2025-06-27 10:19:16,Reembolsado
429,2,768.45,2025-05-11 10:19:16,Fallido
430,3,339.14,2025-05-10 10:19:16,Fallido
431,6,561.69,2025-06-06 10:19:16,Procesando
432,7,559.13,2025-05-15 10:19:16,Fallido
433,5,485.7,2025-04-22 10:19:16,Fallido
434,4,556.57,2025-06-05 10:19:16,Procesando
435,7,843.61,2025-06-25 10:19:16,Procesando
436,1,424.6,2025-06-27 10:19:16,Fallido
437,6,686.14,2025-06-20 10:19:16,Pagado
438,2,646.98,2025-06-30 10:19:16,Pagado
439,1,335.01,2025-06-04 10:19:16,Procesando
440,7,574.78,2025-04-22 10:19:16,Reembolsado
441,1,303.41,2025-06-26 10:19:16,Reembolsado
442,4,975.16,2025-05-24 10:19:16,Fallido
443,7,678.94,2025-06-01 10:19:16,Pagado
444,4,190.66,2025-06-03 10:19:16,Pagado
445,7,495.09,2025-06-13 10:19:16,Reembolsado
446,7,491.24,2025-04-27 10:19:16,Pagado
447,4,961.77,2025-05-20 10:19:16,Pagado
448,6,301.9,2025-06-16 10:19:16,Pagado
449,5,846.63,2025-04-11 10:19:16,Fallido
450,1,706.1,2025-05-05 10:19:16,Fallido
451,7,463.09,2025-06-26 10:19:16,Pagado
452,6,692.28,2025-05-07 10:19:16,Fallido
453,3,328.04,2025-05-21 10:19:16,Pagado
454,1,104.02,2025-06-17 10:19:16,Procesando
455,6,734.09,2025-05-23 10:19:16,Procesando
456,7,294.66,2025-06-13 10:19:16,Pagado
457,6,652.39,2025-04-12 10:19:16,Procesando
458,5,356.13,2025-05-15 10:19:16,Pagado
459,3,807.36,2025-04-20 10:19:16,Pagado
460,3,975.17,2025-06-25 10:19:16,Reembolsado
461,4,534.38,2025-06-21 10:19:16,Fallido
462,2,481.8,2025-06-22 10:19:16,Procesando
463,6,233.51,2025-04-05 10:19:16,Fallido
464,3,591.37,2025-06-25 10:19:16,Procesando
465,6,599.67,2025-04-12 10:19:16,Fallido
466,4,130.09,2025-05-25 10:19:16,Fallido
467,2,919.15,2025-04-20 10:19:16,Procesando
468,2,685.65,2025-05-24 10:19:16,Pagado
469,5,338.48,2025-06-24 10:19:16,Procesando
470,2,602.16,2025-04-26 10:19:16,Pagado
471,7,444.56,2025-05-03 10:19:16,Fallido
472,6,951.77,2025-06-26 10:19:16,Pagado
473,6,546.76,2025-04-05 10:19:16,Procesando
474,1,728.31,2025-06-06 10:19:16,Reembolsado
475,7,808.56,2025-06-03 10:19:16,Procesando
476,5,670.79,2025-05-12 10:19:16,Reembolsado
477,2,700.54,2025-06-26 10:19:16,Pagado
478,1,394.46,2025-06-12 10:19:16,Procesando
479,7,880.17,2025-04-29 10:19:16,Procesando
480,2,322.19,2025-05-13 10:19:16,Pagado
481,1,344.48,2025-06-03 10:19:16,Procesando
482,7,723.31,2025-05-22 10:19:16,Fallido
483,3,454.89,2025-06-12 10:19:16,Reembolsado
484,1,659.01,2025-04-06 10:19:16,Reembolsado
485,3,418.64,2025-06-06 10:19:16,Reembolsado
486,4,989.48,2025-06-06 10:19:16,Reembolsado
487,2,496.88,2025-06-19 10:19:16,Reembolsado
488,3,255.45,2025-04-14 10:19:16,Fallido
489,2,141.21,2025-04-30 10:19:16,Procesando
490,7,679.62,2025-06-07 10:19:16,Pagado
491,7,655.72,2025-04-29 10:19:16,Pagado
492,5,512.95,2025-06-26 10:19:16,Pagado
493,1,353.51,2025-05-20 10:19:16,Fallido
494,1,962.17,2025-06-24 10:19:16,Reembolsado
495,6,431.02,2025-04-18 10:19:16,Fallido
496,2,595.7,2025-06-14 10:19:16,Reembolsado
497,2,795.42,2025-04-28 10:19:16,Pagado
498,2,133.71,2025-05-19 10:19:16,Fallido
499,4,571.83,2025-06-24 10:19:16,Procesando
500,2,220.49,2025-06-05 10:19:16,Pagado
501,4,716.55,2025-04-24 10:19:16,Procesando
502,5,615.82,2025-05-21 10:19:16,Fallido
503,2,712.22,2025-04-29 10:19:16,Pagado
504,3,715.97,2025-04-13 10:19:16,Fallido
505,4,472.94,2025-04-07 10:19:16,Reembolsado
506,1,983.63,2025-06-08 10:19:16,Fallido
507,1,353.19,2025-05-08 10:19:16,Fallido
508,6,512.5,2025-06-04 10:19:16,Fallido
509,3,523.38,2025-05-02 10:19:16,Fallido
510,7,357.49,2025-04-23 10:19:16,Pagado
511,5,541.91,2025-05-01 10:19:16,Reembolsado
512,5,961.31,2025-06-24 10:19:16,Reembolsado
513,3,832.58,2025-04-21 10:19:16,Reembolsado
514,2,526.9,2025-05-06 10:19:16,Procesando
515,1,779.53,2025-05-21 10:19:16,Procesando
516,5,541.38,2025-05-04 10:19:16,Pagado
517,2,946.43,2025-05-14 10:19:16,Pagado
518,3,930.33,2025-05-22 10:19:16,Procesando
519,2,857.44,2025-04-30 10:19:16,Reembolsado
520,3,308.87,2025-04-09 10:19:16,Fallido
521,4,872.17,2025-06-03 10:19:16,Procesando
522,7,216.76,2025-06-09 10:19:16,Fallido
523,3,403.32,2025-05-14 10:19:16,Procesando
524,6,233.53,2025-05-28 10:19:16,Procesando
525,4,323.4,2025-04-19 10:19:16,Pagado
526,4,417.83,2025-04-15 10:19:16,Fallido
527,3,480.72,2025-06-13 10:19:16,Reembolsado
